,order_id,date,region,product,sales_rep,quantity,components,component_count,has_quantity_trend,trend_type,route_target,unit_price,revenue,customer_type
171,1839,2023-03-02,West,Monitor,Bob,4,"panel, stand, cable",3,False,none,general_component_agent,14353.624157030803,40190.14763968625,Returning
172,1162,2023-03-03,West,Monitor,Bob,1,"panel, stand, cable",3,False,none,general_component_agent,14829.10111901286,10380.370783309001,New
173,1562,2023-03-03,North,Mobile,David,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,30702.635666571943,64475.53489980108,New
174,1974,2023-03-03,West,Tablet,Charlie,9,"display, battery",2,False,none,simple_component_agent,21399.837322012823,107855.1801029446,Returning
175,1117,2023-03-03,East,Mobile,David,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,28177.474300236994,59172.69603049768,Returning
176,1102,2023-03-04,South,Headphones,David,8,speaker,1,False,none,simple_component_agent,1850.2199159593908,10361.231529372588,New
177,1398,2023-03-04,South,Monitor,Frank,2,"panel, stand, cable",3,False,none,general_component_agent,16390.439842422984,22946.615779392178,Returning
178,1732,2023-03-04,North,Laptop,Frank,6,"processor, ram, ssd, battery",4,False,none,general_component_agent,64512.6238312697,270953.0200913327,New
179,1139,2023-03-04,South,Tablet,Charlie,7,"display, battery",2,False,none,simple_component_agent,19913.964280428758,78062.73997928073,Returning
180,1513,2023-03-06,South,Tablet,David,9,"display, battery",2,False,none,simple_component_agent,20342.25491517321,102524.96477247297,Returning
181,1095,2023-03-06,South,Headphones,Bob,5,speaker,1,False,none,simple_component_agent,2016.5497683629753,7057.924189270413,Returning
182,1724,2023-03-06,North,Headphones,Charlie,4,speaker,1,False,none,simple_component_agent,1834.4128628131773,5136.356015876896,New
183,1159,2023-03-07,East,Mobile,David,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,27342.16148402172,57418.5391164456,New
184,1785,2023-03-07,North,Laptop,David,5,"processor, ram, ssd, battery",4,False,none,general_component_agent,64476.7679844545,225668.68794559073,New
185,1921,2023-03-08,East,Headphones,Alice,8,speaker,1,False,none,simple_component_agent,2034.2350735490454,11391.716411874653,New
186,1299,2023-03-09,North,Monitor,Charlie,8,"panel, stand, cable",3,False,none,general_component_agent,15133.034662902963,84744.99411225658,Returning
187,1920,2023-03-09,East,Mobile,Alice,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,28402.44475222047,59645.133979662976,Returning
188,1470,2023-03-10,South,Laptop,Bob,7,"processor, ram, ssd, battery",4,False,none,general_component_agent,71928.8379858383,352451.3061306076,New
189,1579,2023-03-10,East,Laptop,Bob,8,"processor, ram, ssd, battery",4,False,none,general_component_agent,74480.9450287791,417093.29216116294,Returning
190,1459,2023-03-10,East,Headphones,Alice,6,speaker,1,False,none,simple_component_agent,1816.6315839386375,7629.852652542278,Returning
191,1814,2023-03-10,East,Headphones,Frank,5,speaker,1,False,none,simple_component_agent,1999.251977419217,6997.381920967259,New
192,1628,2023-03-11,West,Mobile,David,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31135.86247261614,87180.41492332518,Returning
193,1947,2023-03-11,East,Tablet,David,8,"display, battery",2,False,none,simple_component_agent,19009.247708278748,85161.4297330888,Returning
194,1765,2023-03-13,South,Laptop,Charlie,4,"processor, ram, ssd, battery",4,False,none,general_component_agent,67308.79267410409,188464.61948749144,New
195,1005,2023-03-13,South,Laptop,Eva,9,"processor, ram, ssd, battery",4,False,none,general_component_agent,71590.93064185137,451022.8630436636,Returning
196,1859,2023-03-14,West,Laptop,Alice,6,"processor, ram, ssd, battery",4,False,none,general_component_agent,75571.09410821232,317398.59525449167,Returning
197,1603,2023-03-15,South,Monitor,Alice,8,"panel, stand, cable",3,False,none,general_component_agent,15929.773260908698,89206.7302610887,Returning
198,1282,2023-03-16,South,Tablet,Eva,8,"display, battery",2,False,none,simple_component_agent,20332.520876398336,91089.69352626454,New
199,1786,2023-03-16,East,Mobile,Eva,3,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,31381.3303065435,65900.79364374134,New
200,1536,2023-03-16,West,Mobile,Bob,4,"display, battery, camera, chipset, body",5,True,rising,trend_analyzer,29188.934821246796,81729.01749949102,Returning
201,1968,2023-03-16,North,Tablet,Eva,9,"display, battery",2,False,none,simple_component_agent,20563.86211239503,103641.86504647095,Returning
202,1601,2023-03-17,East,Headphones,David,9,speaker,1,False,none,simple_component_agent,1986.472636451023,12514.777609641445,Returning
203,1463,2023-03-17,East,Headphones,David,7,speaker,1,False,none,simple_component_agent,1875.9744545830245,9192.274827456818,New
